Symbol,Description,Primary Return %,1W Return %,1M Return %,3M Return %,6M Return %,Custom Period Return %,1Y Return %,YTD Return %,RS 1W,RS 1M,RS 3M,RS 6M,RS 1Y,RS YTD
2318,"Ping An Insurance (Group) Company of China, Ltd. Class H",,-3.2191780821917733,2.91332847778587,17.84820683903253,22.020725388601047,,59.480812641083546,0.42643923240939785,14.95138595754135,73.77671805744126,89.60680206312996,91.08887030818538,92.10343004361873,0
2354,"Foxconn Technology Co., Ltd.",,1.5570934256055464,0.3418803418803467,-17.207334273624827,-23.066841415465262,,-21.73333333333333,1.3816925734024255,99,54.68311017068741,17.908073913678884,11.10667163349775,7.4154476283144355,0
2628,China Life Insurance Co. Ltd. Class H,,-3.767123287671234,5.572949279899805,23.155588020452885,42.76037256562235,,127.83783783783782,1.9347037484885148,34.721011380481265,67.75017056122263,85.55278011165376,90.1187434122346,92.81020657025336,0
2VZ,"Leonardo DRS, Inc.",,-2.619555284800486,-12.626400655916928,4.2726679712981035,-10.922262468654226,,14.587813620071685,0.18802883108742938,28.133424121162903,10.36322453885375,46.89514566894949,34.15527924638698,22.521584078290303,0
300750,"Contemporary Amperex Technology Co., Limited Class A",,-1.0213757416488414,3.276325088339216,-9.596159556567363,38.56481832663276,,39.82700551132885,-2.8015005187964,59.64655496187086,84.17315210214626,45.82715465649513,62.467141954211655,65.34021645752492,0
3988,Bank of China Limited Class H,,-0.8510638297872347,3.555555555555559,-1.6877637130801704,2.643171806167403,,12.832929782082331,0.2150537634408556,99,89.14542195699183,59.30611473667516,64.68916292500225,27.720381928218767,0
399001,Shenzhen Component Index,,1.3910900506513613,-1.4436245790449895,6.690043881100351,24.875189149048232,,33.32247699542155,-1.279903533979966,99,67.44032485438835,83.0333082973251,88.80388619871997,91.31030460117067,0
3KLA,"JL MAG Rare-Earth Co., Ltd. Class H",,3.6971830985915526,-4.07166123778502,9.888059701492525,15.039062499999991,,81.23076923076921,-1.0084033613445387,52.236839518664695,59.90114753446927,73.4804930264807,29.8638358405187,45.221097635889876,0
4005,"Sumitomo Chemical Co., Ltd.",,6.5022421524663585,15.501519756838904,29.958960328317367,46.34146341463415,,74.47199265381084,1.3693757780544276,99,99,99.00000000000001,99,99,0
4927,Pola Orbis Holdings Inc.,,-3.5778175313059033,-0.6268436578171092,2.3158694001518603,3.653846153846154,,-2.9528267915016206,-2.2488211824446864,1,36.24166796614444,49.37621871162314,36.45225563721738,14.493329678177869,0
4FG,"Fuyao Glass Industry Group Co., Ltd. Class H",,-5.51724137931035,-2.142857142857148,-10.45751633986929,12.295081967213116,,6.201550387596891,-0.7246376811594305,56.386444039868636,35.74088132097259,18.67697505436222,11.40989495860317,17.37030359501813,0
4HO,Thales SA,,-0.2435064935064912,-3.72111241676459,2.3313905079100845,5.948275862068971,,50.29043106083766,0,35.54055691364227,20.86291482904654,57.17944814750102,44.60529842654127,40.66735040099362,0
4JP,"JAPAN POST INSURANCE Co., Ltd.",,5.18518518518518,1.4285714285714235,27.927927927927925,21.36752136752137,,51.87165775401069,0.7092198581560258,85.6233756846696,94.4061688364554,96.29087155289606,96.50233477419516,97.05296607295477,0
4TKA,thyssenkrupp AG,,-9.36024044654358,1.392891450528334,16.91404519273371,8.456637895602142,,123.43353090601184,-1.9962859795728864,1,31.009196386031523,53.085074257939674,38.1756300125859,64.1493034634483,0
5843,Nippon Insure Co. Ltd.,,12.060085836909872,0.9667440061871616,0.6165703275529866,1.3980582524271845,,114.01639344262296,3.7346046881207786,99,99,35.685722829484504,25.329363373726515,55.488042020411676,0
5O7,Total Energy Services Inc.,,2.8735632183908115,10.040983606557381,20.134228187919472,43.77510040160643,,37.51600512163893,4.27184466019417,99.00000000000001,99,99,99,99,0
5Y2,Dino Polska SA,,0.3206498503633963,-1.696690406367834,-7.069306930693074,-14.672727272727279,,-18.38260869565218,3.9424141749723134,99,74.06743687175651,42.39347804937789,17.592137990908192,1.5646671498998015,0
600500,Sinochem International Corporation Class A,,0.6787330316742138,10.148514851485151,0.9070294784580506,9.876543209876552,,15.284974093264255,-1.1111111111111072,29.182022537705304,79.8696466666216,83.33393086347472,60.82146691380073,55.66757941239039,0
600660,"Fuyao Glass Industry Group Co., Ltd. Class A",,-2.0132013201320116,-3.1795206261209783,-9.75683890577507,7.068157230436353,,1.4869253119125014,-0.0673174015482988,83.75567215729559,24.262124258942944,10.673812167939206,5.7564885307717715,5.7564885307717715,0
600688,Sinopec Shanghai Petrochemical Co. Ltd. Class A,,-0.9554140127388614,7.612456747404836,8.741258741258742,7.986111111111111,,5.423728813559311,-2.5078369905956137,14.210641184640906,72.50783556533786,80.33331743474976,80.33331743474976,27.574366291324232,0
6146,Disco Corporation,,9.817629179331307,22.267343485617598,51.32984293193717,80.1995012468828,,68.28132277596647,-1.094990418833835,35.22005543439431,87.42662950315015,93.48128600460626,93.90726541566866,94.85509707648423,0
6501,"Hitachi, Ltd.",,-5.235699645984721,-5.07652108995894,-0.6640625,20.893748514380796,,31.421188630490953,-2.3612977538875026,1,14.918143854317584,33.13506965794112,63.048243672685416,68.45895949816357,0
6594,Nidec Corporation,,2.1561017680034498,10.75268817204301,8.124144226380649,-18.57707509881423,,-7.225376933620521,1.5430775825117875,99,99,99,30.973464240228278,30.973464240228278,0
7181,"JAPAN POST INSURANCE Co., Ltd.",,-2.4341580207502,-5.689488910318226,22.127872127872127,19.12302070645554,,63.13594662218516,-4.510837727006444,1,50.64589272068496,72.98330020478946,76.02102205401677,84.14927195239466,0
7201,"Nissan Motor Co., Ltd.",,4.9927988478156395,4.019024970273478,20.62879205736347,35.16687268232384,,8.34778300718355,-2.1476510067114143,79.32756487371927,88.56912782152955,88.56912782152955,90.03147375337885,50.732508343572846,0
7203,Toyota Motor Corp.,,-3.015873015873016,-1.2924071082390953,16.491897044804578,36.7910447761194,,29.79288369622942,-2.8616852146263914,14.24560625140741,73.28040481687586,82.15103460212424,84.74678446359685,87.09644438790993,0
7269,Suzuki Motor Corp.,,1.798093587521664,-0.9694415173867229,5.571781622107391,33.07844803171906,,25.7762312633833,-1.364399664147775,76.92297451832086,89.86904517792881,72.00899784597866,78.00313001615916,81.66190860067474,0
728,China Telecom Corp. Ltd. Class H,,-0.2032520325203209,-5.394990366088637,-14.90467937608318,-21.06109324758842,,-10.889292196007254,0.40899795501023445,99.00000000000001,22.853991755162355,9.213404580060727,6.711420828327197,4.642648195578005,0
7309,Shimano Inc.,,-7.462686567164178,0.4122497055359246,6.296758104738156,1.4277215942891135,,-19.953051643192488,1.7606684571769622,17.299650147488673,19.572982861176165,52.435800192653964,52.435800192653964,13.202825603356313,0
8035,Tokyo Electron Ltd.,,0.8530343650987083,-2.841042498239023,21.029540801403922,96.86013320647004,,60.69902912621359,-1.4527268397237436,66.70826005921073,59.533096955906665,86.4677676786285,91.97801170746762,91.97801170746762,0
850312,Assicurazioni Generali S.p.A.,,-2.0505617977528203,0.40310970342643415,4.338719329742656,4.182850313713769,,13.917020581509304,0,82.101048771797,69.39309632848794,63.45481369577016,63.45481369577016,23.85012308163584,0
857,"PetroChina Co., Ltd. Class H",,0.21834061135370714,11.543134872417973,4.436860068259393,19.066147859922175,,49.99999999999999,1.436464088397779,46.88372463065194,86.66837325357263,88.46993512286747,91.72323926062529,93.56888891896286,0
8BU,Brunello Cucinelli S.p.A.,,2.1582733812949604,-7.612231620039032,-7.592190889370933,-11.78297784220335,,-34.56221198156682,-0.9993028119916332,82.06149217942378,82.36608230541734,32.34566183776248,26.27212616036687,12.530779000938415,0
8BU,Brunello Cucinelli S.p.A.,,3.7172011661807614,-7.39696312364426,-2.7341079972658986,-11.3947696139477,,-34.37355880092237,0.1877493546115895,78.79667797481844,88.39927770466042,33.24755686433926,27.084827740394015,12.818681471609061,0
8GC,Glencore plc,,-3.2923236874025217,1.1600507522204107,32.17288336293665,59.91404011461319,,32.59681634592542,-1.4653954802259763,1,41.785304084137486,83.02889324643424,86.16557327548774,86.16557327548774,0
9434,SoftBank Corp.,,0.37348272642390823,-0.7844946931241296,-3.673835125448024,-6.440382941688429,,6.699751861042183,0.42036431574031097,99,86.47406233332222,28.066345950245058,19.871749469690243,14.340887588747767,0
992,Lenovo Group Limited,,1.1969532100108946,4.729729729729729,-11.428571428571422,-14.127423822714674,,-23.519736842105257,0.4319654427645888,99,98.1226811863348,43.09932523927467,17.764047129955262,11.43226144667501,0
A1CWEB,Pola Orbis Holdings Inc.,,-4.054054054054063,,,,,,-3.4013605442176873,1,0,0,0,0,0
A403UW,Saab AB Class B,,-5.83588586167984,-10.027726432532354,23.37100010560777,25.788736944115414,,165.86253982703687,-1.3677811550152015,1,1,62.4890943726878,62.4890943726878,73.76113202563178,0
AAON,"AAON, Inc.",,4.780669916001243,15.027322404371587,-0.9800078400627206,21.573817831789203,,-7.801806734191073,-0.560968408621192,85.35718989800941,94.29760466724852,96.68078390465544,80.42521065685514,49.59916223257704,0
AAPL,Apple Inc.,,-8.032503955127284,-1.6079396830281498,-6.468716861081663,9.880573932468426,,7.983281969012538,-2.273335116341274,1,32.706397861842525,25.974818821627235,38.268616826402514,54.14122980097118,0
ABBV,AbbVie Inc.,,3.611869489325513,4.330974807336975,-0.7417570638425545,13.103380887238615,,19.94818652849741,1.7582417582417582,99,99,60.784617080038316,53.19941675352731,49.28774238683096,0
ABNB,"Airbnb, Inc.",,-0.6793255852021709,-8.615106559228856,-0.27939847152601155,-2.6396020539152807,,-13.642186165670378,4.648154536046913,99,31.89724032046795,25.082276679251272,24.738010773037225,9.071107447719823,0
ABT,Abbott Laboratories,,1.6692231345303694,-9.855999999999995,-12.529110386585923,-12.84034653465346,,-13.648555444861676,1.0854938548488453,99,48.657757607621576,29.183690316537124,23.695524819352126,13.493927917146026,0
ACLS,"Axcelis Technologies, Inc.",,9.839684014869887,1.4267324608453102,10.688363380941226,12.888782759238257,,57.21649484536082,4.428981665562172,99,95.3381019167104,94.57722230407478,67.41946592400366,81.58807274099921,0
ADBE,Adobe Inc.,,-1.6431924882628992,-13.293259755616859,-21.6822429906542,-24.27276378449709,,-42.95747255596853,0.5600000000000104,99,23.337367036349146,10.734158470827348,8.86997035190613,4.689544570151117,0
ADI,"Analog Devices, Inc.",,5.19581838040257,13.124601496694524,39.620609675281656,42.711993565048054,,64.33481207039439,1.732254949299858,99,99,99,99,99,0
ADM,Archer-Daniels-Midland Company,,7.491039426523298,5.654394926897998,22.383187104672515,19.912035185925617,,35.471485036702425,2.5649794801641588,98.99999999999999,99.00000000000001,99,99,99,0
ADM,Archer-Daniels-Midland Company,,4.794210764360028,7.600619195046457,20.363636363636374,17.178017532029678,,53.71517027863779,0.014388489208640455,97.87118384107585,98.27985941331855,98.6968658717306,98.71761714625697,98.79290435926009,0
ADP,"Automatic Data Processing, Inc.",,-8.32036652835408,-17.945841392649896,-16.67255941858181,-29.690400424290637,,-30.829936409587468,1.0240045722994882,16.661176275136285,5.172733065655257,4.300052945410178,2.6342542165122613,2.103393497866378,0
ADS,adidas AG,,0.7161458333333297,-3.673723536737239,-6.128640776699043,-6.919374247894104,,-40.45419553502695,-0.16134236850596967,89.67536913819187,96.55222778528191,47.70977711674475,24.16574594801901,10.39745312264467,0
ADS,adidas AG,,0.9803921568627451,-4.275092936802977,-5.272838749233596,-8.47156398104266,,-40.116279069767444,0.6514657980456027,99,76.45050877530245,45.28661548062118,21.847050202785258,9.283331030752032,0
ADSK,"Autodesk, Inc.",,-3.8186356073211343,-11.50489895897121,-23.371114204281835,-18.512775330396476,,-22.22147470398277,3.4587677300997757,46.57569618292921,17.723250380913715,9.559233910854068,7.177845932365966,6.899973177887767,0
AEG,Aegon Ltd. New York Registry Shares,,-3.807106598984769,-2.5706940874036013,-3.3163265306122423,0.9320905459387522,,12.630014858841005,-0.13175230566534632,1,33.59402388046292,49.82364720929762,29.838228510380223,43.7621132298563,0
AEHR,Aehr Test Systems,,9.283819628647212,11.051212938005396,24.203273040482348,52.916224814422065,,181.91593352883675,3.4062387952671185,35.14579508372599,55.707419930831016,65.43918684525147,63.90631040820205,77.2976462438473,0
AEO,"American Eagle Outfitters, Inc.",,7.239057239057233,-0.7788161993769442,43.06569343065695,101.58227848101265,,79.43661971830987,3.830480847595767,99,87.26474944485645,75.62674679408272,83.2887796282603,85.34072149462504,0
AEP,"American Electric Power Company, Inc.",,7.566225165562915,10.016086698840063,5.917835017932826,15.133794081162502,,26.95652173913044,2.7762398164992415,99,99.00000000000001,99,99,64.71355980840401,0
AES,The AES Corporation,,1.4330218068535852,16.285714285714295,15.707178393745563,25.811437403400323,,61.34786917740338,0.4938271604938386,99,99,99,99,99,0
AGNC,AGNC Investment Corp.,,-0.6993006993007,-1.8150388936905866,11.372549019607845,18.210197710718003,,11.591355599214143,-0.17574692442883436,90.83117286327109,41.983796596533324,66.92930702106975,70.98229989493723,52.85715555774619,0
AI,Air Liquide SA,,1.3159468835985098,6.381107901017458,-0.9936871638999397,-7.573938666375639,,-1.751740139211143,-0.01180637544274512,95.69729660036798,98.15017282081314,79.3682063265018,36.743734057008304,20.87292420707616,0
AI,"C3.ai, Inc.",,-7.467811158798292,-22.501797268152412,-27.30950775455159,-39.97772828507796,,-66.83076923076922,3.8535645472061515,37.718963436731535,18.884843545713796,10.619689464096037,6.713457421090834,3.094286720470445,0
AIG,"American International Group, Inc. New",,2.020333680917619,7.16046002190579,0.34615384615384104,-2.5401568920433397,,1.8345042935206823,-0.6725888324873112,88.11652642242025,91.19184966487012,44.13854355962612,41.372223748920796,19.429493311156698,0
AIGI,ARTISTMSS INTL GROUP INC,,0,-99.9090909090909,-96.66666666666667,-99.9,,-99.99749999999999,0,81.03864132738866,81.03864132738866,81.03864132738866,81.03864132738866,81.03864132738866,0
AIL,Air Liquide SA,,1.1194474216982229,5.59631886581271,-1.0142224294707445,-4.606224019773069,,-2.109753285681345,0.8073133087973318,99,99,79.66657418732756,36.40345401191498,21.827804759771368,0
AIR,Airbus SE,,1.2322667495081412,-10.064397424103033,-5.317191283292973,6.3533507397737194,,15.747099218565017,1.6110591414613986,99,45.81391436996538,35.468638685535225,35.468638685535225,52.05181644289882,0
AIRR,First Trust RBA American Industrial Renaissance ETF,,0.5400843881856545,8.615188257817488,21.52182782537739,31.211453744493394,,53.31360185304338,1.5946107273812609,99,99,99,99,99,0
AIZ,"Assurant, Inc.",,-10.61608647404546,-8.621848739495801,-3.973860826563052,2.136852486732721,,4.885459368217987,1.3987318164863858,23.713407306483777,15.668547903436057,15.668547903436057,30.140671678257608,32.76776033133585,0
AKU1,Akzo Nobel N.V.,,2.7843803056027174,1.1697860962566773,6.998939554612939,7.875980042765505,,6.1360448807854135,0.16545334215751392,98.99999999999999,99,99,61.144089213635056,32.72375994845174,0
AKU1,Akzo Nobel N.V.,,3.0612244897959258,1.3716962194713955,4.1237113402061825,7.905982905982915,,2.123356926188065,0.3643590592911541,99,99,99,61.35793993622647,32.543897829317935,0
ALAB,"Astera Labs, Inc.",,-23.862231380629968,-24.87510166143836,-18.04296850243995,-32.18312444281295,,47.79428571428571,2.164638963501339,5.5021369356749,5.4626792002494104,5.4626792002494104,2.9587774047557653,31.451088119825886,0
ALHC,"Alignment Healthcare, Inc.",,-7.172413793103442,-7.151069211312944,21.626506024096383,36.23481781376518,,39.04958677685952,0.6982543640897784,38.278713862460414,4.537118380365939,52.75766690167673,56.0760663425799,56.70864499119769,0
ALLT,Allot Ltd.,,5.122950819672131,-5.175600739371538,13.621262458471767,41.90871369294605,,32.21649484536083,3.0120481927710734,94.61369031691054,79.81439289348083,57.09377541982771,69.75470217952399,77.86190580786854,0
ALO,Alstom SA,,-0.3473428273706074,10.007668711656454,21.105951878429714,31.9080459770115,,41.26046282619401,-0.03484320557490596,38.11734755938408,81.54305982856889,91.06238952935422,91.86643235187177,80.31393888610168,0
ALV,Allianz SE,,-5.180412371134026,-3.564875491481002,2.222839677688247,-2.128225591912743,,13.900928792569653,-0.21697857336588322,17.90597536250488,35.26715146326579,29.607310053592283,35.98700751457154,17.52807508008391,0
AM,Dassault Aviation SA,,1.4466546112115766,6.384323640960823,22.757111597374195,25.037147102526013,,43.1122448979592,2.061855670103096,99.00000000000001,99,99,99,55.23921603405421,0
AMAT,"Applied Materials, Inc.",,10.046200117825816,17.562688396435803,53.82048281541197,88.54122396940078,,96.2021117806402,8.075763573799458,99,99.00000000000001,99,99,99,0
AMBA,"Ambarella, Inc.",,4.038340666247632,2.1759259259259207,-30.677415977384577,-3.455818022747163,,-10.984135520301159,0.4399271844660073,99.00000000000001,75.20755920594307,21.188932207930723,19.26494158648121,31.69788601141805,0
AMD,"Advanced Micro Devices, Inc.",,-0.537324889656498,-7.280858676207515,-19.91965699718027,14.573086487980108,,85.57107053347654,0.6700980868214022,20.782617131991888,22.164929939771774,22.164929939771774,46.855951165970865,64.2737448941505,0
AMGN,Amgen Inc.,,-3.9368234804329716,12.226038848527212,9.786487450933754,27.179716834889238,,25.1237036534942,0.816493719279085,98.7762693830958,80.62070344569358,84.01640263293828,88.85131112429954,74.80435954243019,0
AMSC,American Superconductor Corporation,,21.618743343982946,9.631999999999993,-2.6151222285389473,-34.31748466257669,,12.883031301482688,7.2300469483568035,99,99,97.28054927348717,19.91561361241853,28.18656047168446,0
AMZ,"Amazon.com, Inc.",,-3.6627110908261,-18.088770312878967,-19.87663107947805,-14.501265822784804,,-22.789208962048455,0.8962715105162522,36.58057120899026,5.225401277104856,4.528494577741203,3.790601106032335,2.971216784090509,0
AMZN,"Amazon.com, Inc.",,-5.48212248003043,-15.998309740122549,-18.595413595413596,-13.936271538661355,,-13.16559647053685,-0.4058116232464941,1,1,1,1,1,0
ANET,"Arista Networks, Inc.",,2.982035057095057,13.190502837956672,4.897021781004604,3.7441383352872317,,29.140824516599785,4.78833629366489,99,72.30120576457134,78.2512565121007,51.94143511162674,73.4639459920754,0
ANF,Abercrombie & Fitch Company,,-4.054884292443163,-7.163380560784706,31.527231892195413,-3.7196876284422427,,-13.96565971903406,1.9364664926022641,99,23.059503646653226,43.59270021133695,43.59270021133695,43.59270021133695,0
ANGO,"AngioDynamics, Inc.",,3.882575757575759,7.2336265884653,-13.349131121642966,25.658648339060715,,4.925872788139651,-0.5439709882139504,67.38243038906678,82.73155149896483,33.34268043234687,39.35962261876854,42.54795644610145,0
APD,"Air Products and Chemicals, Inc.",,-1.1938400678157655,4.673526660430312,6.954693175301088,-4.254372454392993,,-9.863057837924927,-4.034305317324182,1,70.29160993963849,79.89631047611375,57.39171107881331,34.57687360700896,0
APP,Applovin Corporation,,-3.9757081038552355,-36.77965552965553,-33.2233354990938,-9.874463469792765,,2.6898401346234797,6.4429969202256645,24.22372016825392,10.935619564198346,7.310060404567385,7.223797017492259,23.205076198279354,0
AS,"Amer Sports, Inc.",,6.1316982138096625,8.356015242242787,26.864244741873815,4.984177215189875,,32.12744772651843,3.3489096573208696,99,99,99,70.52257969385043,71.04588377329186,0
ASC,Ardmore Shipping Corporation,,3.3485540334855366,14.021830394626363,4.461538461538462,29.45662535748332,,17.677642980935886,3.6641221374045836,99,98.99999999999999,88.87366286394834,88.87366286394834,88.96790735329763,0
ASG,Assicurazioni Generali S.p.A.,,-2.3829548640314027,-0.40045766590389176,3.7235627047959485,1.0446894950667422,,8.642745709828404,0.9275362318840588,54.85542190143498,67.46000946212257,65.69529338720554,49.76163040006415,23.468783013767684,0
ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,,0,0,1.752265861027185,15.302978432043815,,25.906542056074766,-0.41395623891188815,52.236059122616034,87.64251601094557,87.91758268619517,92.7948991959545,87.65363701141466,0
ASM,ASM International N.V.,,-0.9717062017719285,0.4930394431554491,36.14931237721022,67.22972972972974,,21.06918238993711,-0.31645569620253816,90.71893101406647,54.25632215799885,88.49137002687095,90.03641510924128,90.03641510924128,0
ASML,ASML Holding N.V. - New York Registry Shares,,-0.45293380797022603,11.30709334346215,35.59908611531528,86.2541544735901,,86.01769443379133,-0.018480740935551323,64.10112084826159,80.07454952157875,93.80174070406666,95.5992530867091,95.74046359832793,0
ASML,ASML Holding NV,,-0.8798140770252248,2.313228238519534,36.62052396750944,85.92557994706526,,66.4390243902439,0.31922043010752305,99,87.02286075239176,95.34421439699825,96.78854426857242,96.82987754703412,0
ASTRAZEN,AstraZeneca Pharma India Limited,,2.6516024902005992,7.744433688286543,-2.5820568927789935,5.792193904829799,,16.975505297660877,-0.16818028927009754,87.43141775409634,95.55285004373599,61.69929713179272,47.687391143752755,29.514522519326114,0
ASTS,"AST SpaceMobile, Inc.",,-18.940956871991354,-13.348036126864098,27.942316638238506,70.1237113402062,,198.84099963781242,0.352712235465831,2.2602222426582075,1.6040596565346394,44.43493239237435,53.859626689301436,59.72800553044354,0
ASWC,Future of Defence UCITS ETF Accum USD,,-1.0695815702867808,-6.9944751381215555,1.1172513214800572,9.925558312655083,,32.25958516656191,0.5735452264308764,99,32.910956175742655,63.049317309711384,63.049317309711384,70.36686513661739,0
ASX,"ASE Technology Holding Co., Ltd.",,12.015318334131154,23.940677966101696,56.10406937958638,135.41247484909456,,128.51562499999997,-0.2557544757033345,94.62929634821626,97.42995902744822,98.18303000780003,98.42951683601207,98.43557616424536,0
ATO,Atmos Energy Corporation,,4.592134438090795,6.241109530583215,0.7985154360906414,7.89742972371035,,22.48872488724887,0.8325364234685209,99,99,82.48776824263739,76.24296291664145,37.009647748536516,0
ATZ,"Aritzia, Inc.",,5.392679459843633,-6.236168194751818,23.04740172181309,54.546638874413745,,69.71387696709583,3.4894879176480855,99,73.41470333778643,54.492600531291096,70.0964049379087,79.41503139934062,0
AV.,Aviva plc,,-1.9875776397515457,-6.544270062185362,-1.957129543336426,-4.3056397816858665,,23.570869224745504,0.8628954937679916,99.00000000000001,34.32058938761686,28.432272544883485,19.589017875847222,44.72639307411616,0
AVTR,"Avantor, Inc.",,-18.29484902309059,-25.68659127625203,-20.346320346320358,-29.121725731895232,,-49.03047091412743,0.6564551422319334,3.782895553443741,2.7504885169079296,2.622407470348345,1.7838120138366604,1.4422495343015944,0
AWK,"American Water Works Company, Inc.",,7.3755328561087445,0.7927519818799633,2.8743160977113273,-6.910257304232617,,6.782914733642621,3.996260808600136,99,99,76.37210800536961,35.90881003125399,16.99922044023578,0
AXA,AXA SA,,-6.040100250626558,-4.726810673443454,-2.39520958083831,-12.488328664799257,,-0.5042462845010556,-1.497635312664215,3.7033653476510677,9.556566509577578,6.831991367273947,3.6508390146075778,2.648246983366403,0
AXON,"Axon Enterprise, Inc.",,3.7349106711733526,-31.713867963510378,-24.554441537462026,-42.697678140378486,,-35.395741865640225,-1.4088708382093083,25.45601224658286,12.990550766564361,12.84028257855992,7.188062333680745,6.012561350375454,0
AXP,American Express Company,,-6.028121954615058,-5.794674258918102,-9.461598304584593,9.67406492704643,,10.15013054830288,-1.5690620625291634,1,1,1,23.80489568964732,35.05091617034727,0
AXTA,Axalta Coating Systems Ltd.,,0.9464655427388354,3.3303057826218634,16.405184174624836,11.463096015676033,,-7.781680626857594,1.0062148564664202,99,99.00000000000001,99,99.00000000000001,46.5193181181546,0
